,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,FPR
18,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
19,98.04,0.02,100.00,0.00,1.00,12.00,0.00,0.00,10.00,1.00,1.00,1.00,1.00,0.00
20,98.04,0.02,100.00,0.00,1.00,12.00,0.00,0.00,10.00,1.00,1.00,1.00,1.00,0.00
21,98.04,0.02,100.00,0.00,1.00,11.00,0.00,0.00,11.00,1.00,1.00,1.00,1.00,0.00
22,100.00,0.00,95.45,0.05,0.94,13.00,0.00,1.00,8.00,0.95,1.00,0.89,1.00,0.00
23,100.00,0.00,95.45,0.05,0.95,11.00,0.00,1.00,10.00,0.95,1.00,0.91,1.00,0.00
24,98.04,0.02,100.00,0.00,1.00,12.00,0.00,0.00,10.00,1.00,1.00,1.00,1.00,0.00
25,100.00,0.00,95.45,0.05,0.95,12.00,0.00,1.00,9.00,0.95,1.00,0.90,1.00,0.00
26,100.00,0.00,95.45,0.05,0.95,12.00,0.00,1.00,9.00,0.95,1.00,0.90,1.00,0.00
27,98.04,0.02,100.00,0.00,1.00,9.00,0.00,0.00,13.00,1.00,1.00,1.00,1.00,0.00
28,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
29,100.00,0.00,95.45,0.05,0.97,7.00,0.00,1.00,14.00,0.95,1.00,0.93,1.00,0.00
30,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
31,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
32,98.04,0.02,100.00,0.00,1.00,9.00,0.00,0.00,13.00,1.00,1.00,1.00,1.00,0.00
33,100.00,0.00,95.45,0.05,0.95,11.00,0.00,1.00,10.00,0.95,1.00,0.91,1.00,0.00
34,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
35,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
36,98.04,0.02,100.00,0.00,1.00,7.00,0.00,0.00,15.00,1.00,1.00,1.00,1.00,0.00
37,98.04,0.02,100.00,0.00,1.00,10.00,0.00,0.00,12.00,1.00,1.00,1.00,1.00,0.00
38,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
39,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
40,100.00,0.00,95.45,0.05,0.96,10.00,0.00,1.00,11.00,0.95,1.00,0.92,1.00,0.00
41,98.04,0.02,100.00,0.00,1.00,16.00,0.00,0.00,6.00,1.00,1.00,1.00,1.00,0.00
42,98.04,0.02,100.00,0.00,1.00,9.00,0.00,0.00,13.00,1.00,1.00,1.00,1.00,0.00
43,98.04,0.02,100.00,0.00,1.00,11.00,0.00,0.00,11.00,1.00,1.00,1.00,1.00,0.00
44,100.00,0.00,95.45,0.05,0.96,10.00,0.00,1.00,11.00,0.95,1.00,0.92,1.00,0.00
45,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
46,98.04,0.02,100.00,0.00,1.00,11.00,0.00,0.00,11.00,1.00,1.00,1.00,1.00,0.00
47,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
48,98.04,0.02,100.00,0.00,1.00,14.00,0.00,0.00,8.00,1.00,1.00,1.00,1.00,0.00
49,98.04,0.02,100.00,0.00,1.00,13.00,0.00,0.00,9.00,1.00,1.00,1.00,1.00,0.00
