,Train_Acc,Train_Loss,Test_Acc,Test_Loss,AUC,TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,FPR
0,58.82353186607361,0.2475747074399676,45.45454545454545,0.265579491853714,0.5,10.0,0.0,12.0,0.0,0.4545454545454545,,0.0,1.0,0.0
1,96.07843160629272,0.11788058426086005,54.54545454545454,0.33942904739410845,0.575,9.0,1.0,9.0,3.0,0.5454545454545454,0.75,0.25,0.9,0.1
2,96.07843160629272,0.038550553422781735,54.54545454545454,0.4030812075061183,0.575,9.0,1.0,9.0,3.0,0.5454545454545454,0.75,0.25,0.9,0.1
3,96.07843160629272,0.03776103390320655,54.54545454545454,0.40353911922823993,0.575,9.0,1.0,9.0,3.0,0.5454545454545454,0.75,0.25,0.9,0.1
4,96.07843160629272,0.03744936866625663,54.54545454545454,0.4008791975436672,0.575,9.0,1.0,9.0,3.0,0.5454545454545454,0.75,0.25,0.9,0.1
